place_id,name,city,query_category,source_query,primary_type,address,latitude,longitude,rating,user_rating_count,price_level,google_maps_uri,is_food,is_tourist_spot
ChIJc8vynqazbTkRAxRKHU5VK4I,Cosmo Creation,Jaipur,tourist_spot,shopping markets,shopping_mall,"second floor, Triton Mall, s-115, near chomu puliya circle, Hyper City, Om Shiv Colony, Dahar Ka Balaji, Jaipur, Rajasthan 302012",26.9412028,75.7710024,4.3,21717,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=9379684442916393987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJ0RfdzAK0bTkRIyPIfI-iC7s,Suvarna Mahal,Jaipur,food,best local food restaurants,north_indian_restaurant,"RAMBAGH PALACE, Bhawani Singh Rd, Rambagh, Jaipur, Rajasthan 302015",26.898130899999998,75.80823989999999,4.7,3615,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=13478045046993855267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJhd3BQEmxbTkRklY1_w4_Qfk,Govindam Retreat,Jaipur,food,best local food restaurants,restaurant,"First Floor, All Rajasthan Shilp Gram Udyog, Rajamal Ka Talab Rd, near Govind Dev Ji Temple, above All Rajasthan Shilp Gram Udyog, Gangori Bazaar, Brahampuri, Kanwar Nagar, Jaipur, Rajasthan 302002",26.9288767,75.8255344,4.4,8557,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=17960706122574026386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJQzuEigK0bTkRnCgFaNHJOiU,Thali And More,Jaipur,food,best local food restaurants,north_indian_restaurant,"1st floor plot no, C 46, Sarojini Marg, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",26.9109283,75.80547179999999,4.4,8655,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=2682678429283068060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJO5LVSdC1bTkRvmMtCTrtt3E,Rasraj Restaurant By Farmacy,Jaipur,food,best local food restaurants,restaurant,"Hathroi market, 5, Ajmer Rd, Patel Colony, Jaipur, Rajasthan 302001",26.9152742,75.7969036,4.9,783,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=8194278880541762494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJERP0VLG2bTkRrVzfUlilTMg,Handi restaurant jaipur,Jaipur,food,best local food restaurants,restaurant,"Mirza Ismail Rd, opp. GPO, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",26.9168891,75.8039984,4.1,12762,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=14433092704581672109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJWVJSCbOxbTkRPRUWGDirEmI,1135 AD,Jaipur,food,best local food restaurants,fine_dining_restaurant,"1135 AD, Amber Palace, Jaleb Chowk, Devisinghpura, Amer, Jaipur, Rajasthan 302028",26.9868113,75.8505696,4.3,1843,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=7066899022708348221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJ14Rijwa0bTkRrR4f8zPo_CI,Jaipur Modern - Store & Kitchen,Jaipur,food,best local food restaurants,restaurant,"51, Dhuleshwar Garden, Sardar Patel Marg, near Kotak Bank, C Scheme, Jaipur, Rajasthan 302001",26.914000899999998,75.7988414,4.6,2639,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=2521145201240514221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJOVIF1Ae0bTkRg3MHB2cyUzM,Peacock Restaurant,Jaipur,food,best local food restaurants,north_indian_restaurant,"51, Hathroi Fort, Hari Kishan Somani Marg, near Native Cocktail bar, Ajmer Rd, Hathroi, Jaipur, Rajasthan 302001",26.9163158,75.7955975,4.4,3598,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=3698355137082258307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
ChIJvX2Di_izbTkRDmPFzwzCqY8,Rajmahal Restaurant,Jaipur,food,best local food restaurants,north_indian_restaurant,"bus stand, Motilal Atal Rd, opposite Polovictory Cinema Moti lal, near sindhi camp, Sindhi Camp, Jaipur, Rajasthan 302001",26.9209158,75.7970776,4.7,662,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=10352018578769011470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False
